x,y
0.7202225242776931,0.7588951474165054
0.3156859884462493,0.3447497325929354
0.27744130487944885,0.2123004632039821
0.8862376124195781,0.9619338756878284
0.8256412799021852,0.8709546244963443
0.14767974256346883,0.07110323224267001
0.35384889773025163,0.2615372618256153
0.6304919195440468,0.5567136860043843
0.37981193496672805,0.4739014223011274
0.47712911390555734,0.5560640531193856
0.5195046118659347,0.45271992027631813
0.3426591223842639,0.24456660998217017
0.979516651637567,0.9814315580680063
0.8495958042770538,0.903649848339638
0.9502544872396048,0.9191188746291925
0.6495275094196802,0.6714404168255529
0.5892425864049632,0.55865256823537
0.23395038378423427,0.19670491423048186
0.5434338355535923,0.5726167534479141
0.5276683610611747,0.5881906757197322
0.4052238845346302,0.4488137030766114
0.7274967314229521,0.7722697467529684
0.3991150490845742,0.4061638336544878
0.4368378709838554,0.43613986084251666
0.7041875650121976,0.679389516068555
0.35641629671863984,0.2650682706499684
0.7630521847655478,0.7995803818481466
0.38096046240885084,0.3872534945172612
0.8455715935864236,0.8280065105792443
0.521427524289343,0.46253604983797936
0.6799166107516592,0.7427691431164463
0.8779035319188229,0.9591745761314429
0.9384647320421268,0.8890269646239636
0.35748873789150637,0.3192707479295158
0.22973669258365215,0.3142073210561538
0.4775985332145425,0.5644402107790482
0.9872189474134229,0.8951090262229029
0.7100616100337788,0.7558418153820397
0.8377866315527701,0.8589784044194387
0.6643539474250489,0.6904950031641601
0.17341504285914244,0.13388866760971496
0.8483079425847907,0.9345390403746755
0.8708124157913444,0.9552735137677767
0.38866791677736034,0.48333719442375656
0.41511342475113655,0.3897275658118444
0.41081890275381405,0.47286299168354506
0.5247737939420203,0.5158526302999897
0.5981143647906535,0.6927937811743495
0.28046646886486504,0.22699769889499766
0.48196871513756556,0.5222432038005443
0.49634671242545547,0.5148645954373616
0.13155889833294165,0.15966699599639922
0.9330307002122642,0.9790363814029733
0.8318715452128854,0.8099815932187251
0.08203774385103457,0.06188949223545093
0.1302361836942053,0.09989058480205171
0.22142503517670686,0.1580422904272467
0.15579778379626052,0.1086908860039345
0.1242706339400369,0.10803642702504068
0.031199212839817192,0.035834939501575236
0.3125773777683504,0.32572422856930505
0.28839527371810003,0.32883513996259783
0.8901890420315267,0.838715941247719
0.4473462823166635,0.43416219014063784
0.15017135645121182,0.08118187408995636
0.07459930329918163,0.03239791033747297
0.5274197042638848,0.43344252534445893
0.15595272571083374,0.18915311889411568
0.41269281859111884,0.3655059188673344
0.5403986877699837,0.6106587622042752
0.6847085711547558,0.6921936277067053
0.9021439796428744,0.9466774304044174
0.5273885720397735,0.4717325645603063
0.0471978595382353,0.06361062805400941
0.4478510048831983,0.49980668317200316
0.39418516074307475,0.3241011054520856
0.14115126277169654,0.1203803979861463
0.33368300592553224,0.25403181593623647
0.9852033472077794,0.946581129732409
0.18250987364977844,0.10972020986789266
0.1506246147375927,0.10029257831594207
0.1525306352669551,0.17867115344999773
0.03323514048593812,0.10396292461530077
0.3834013916843354,0.3676920092042619
0.1397971294855791,0.18838354133068091
0.39082826718768426,0.36476877214435377
0.8160398547810759,0.9152963241514528
0.12914735589393167,0.10598986095364293
0.4996930596361022,0.430776525847818
0.45964927589753757,0.5165565423929982
0.35250485528237074,0.34148572254608267
0.7078976332647524,0.8052592143806933
0.9112900753565537,0.9842978226111946
0.9012241727990702,0.986699042016905
0.24459992158801247,0.32810272347398384
0.6715453370211298,0.6324053491632684
0.5338666429189599,0.587817441871677
0.34496586579745836,0.27110739848981613
0.17438806291758013,0.09595166280154399
0.6990413976479524,0.641605325076041
0.19439828108881085,0.18889957105992772
0.7424212937368931,0.6613415772466641
0.018186083024757438,0.05221431500774332
0.43991283650785806,0.4489306070005413
0.16280995636136186,0.20594738364583653
0.46672007631047896,0.5425113124771407
